"商品
上架日","銷售
與否(有日期代表停售)","保險
公司",險種名稱,"險種
代號","保險
年齡","
年期",幣別,"保費
級距",繳費類型,商品類別,"佣金
第1年","佣金
第2年","佣金
第3年","佣金
第4年","佣金
第5年","佣金
第6年","佣金
第7年","佣金
第8年","佣金
第9年","佣金
第10年","服務
津貼
第2年","服務
津貼
第3年","服務
津貼
第4年","服務
津貼
第5年","服務
津貼
第6年","服務
津貼
第7年","服務
津貼
第8年","服務
津貼
第9年","服務
津貼
第10年",PR13,PR25,年終
2021/7/1調整首佣&品質優良,銷售中,元大,小額終身壽險,LE,,6,,,,主約,14.00%,3.00%,3.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2021/7/1調整首佣&品質優良,銷售中,元大,小額終身壽險,LE,,10,,,,主約,21.00%,3.00%,3.00%,,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2021/7/1調整首佣&品質優良,銷售中,元大,小額終身壽險,LE,,20,,,,主約,40.00%,3.00%,3.00%,3.00%,,,,,,,4.00%,,,,,,,,,Y,Y,Y
2021/7/1起,2021/8/28,元大,元元得益變額年金保險,V4,,1,,,單筆增額,主約,3.00%,3.00%,3.00%,3%(持續),,,,,,,,,,,,,,,,N,N,N
2021/7/1起,2021/8/28,元大,元元得益變額萬能壽險,V3,,1,,,單筆增額,主約,3.00%,3.00%,3.00%,3%(持續),,,,,,,,,,,,,,,,N,N,N
2021/7/1調整首續佣&服務津貼,2023/9/23,元大,元氣100終身醫療健康保險附約,A3,,10,,,,附約,30.00%,6.00%,6.00%,6.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2021/7/1調整首續佣&服務津貼,2023/9/23,元大,元氣100終身醫療健康保險附約,A3,,15,,,,附約,45.00%,10.00%,10.00%,10.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2021/7/1調整首續佣&服務津貼,2023/9/23,元大,元氣100終身醫療健康保險附約,A3,,20,,,,附約,55.00%,14.00%,14.00%,14.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2021/10/15,銷售中,元大,元氣護照長期照顧終身健康保險,LF,65~,10,,,,主約,45.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2021/10/15,銷售中,元大,元氣護照長期照顧終身健康保險,LF,,20,,,,主約,75.00%,3.00%,3.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2021/7/1調整首續佣&服務&年終&品質優良,銷售中,元大,永傳經典終身壽險,LB,,6,,,,主約,31.00%,8.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,N
2021/7/1調整首續佣&服務&年終&品質優良,銷售中,元大,永傳經典終身壽險,LB,,8,,,,主約,43.00%,10.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,N
2021/7/1調整首續佣&服務&年終&品質優良,銷售中,元大,永傳經典終身壽險,LB,,10,,,,主約,45.00%,12.00%,3.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,N
2021/7/1調整首續佣&服務&年終&品質優良,銷售中,元大,永傳經典終身壽險,LB,,20,,,,主約,77.00%,20.00%,6.00%,6.00%,,,,,,,2.00%,,,,,,,,,Y,Y,N
2021/10/15,2022/12/1,元大,美利一鑫美元利率變動型終身壽險,K1,,1,,,躉,主約,3.70%,,,,,,,,,,,,,,,,,,,N,N,N
2021/11/11,2024/10/1,元大,美利佳鑫美元利率變動型增額終身壽險,KF,,2,,,,主約,13.00%,0.00%,0.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2021/11/30,2022/8/19,元大,美利傳美元利率變動型終身壽險,KS,,3,,,,主約,18.00%,0.00%,0.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2021/11/30,2022/8/19,元大,美利傳美元利率變動型終身壽險,KS,,6,,,,主約,36.00%,0.00%,0.00%,,,,,,,,0.00%,,,,,,,,,Y,Y,N
2021/7/1調整續年&年終&品質優良&營運,銷售中,元大,真安心保本防癌保險,C2,0~15,15,,,,主約,23.00%,8.00%,5.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,N
2021/7/1調整續年&年終&品質優良&營運,銷售中,元大,真安心保本防癌保險,C2,16~,15,,,,主約,41.00%,8.00%,5.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,N
2021/7/1調整續年&年終&品質優良&營運,銷售中,元大,真安心保本防癌保險,C2,0~15,20,,,,主約,35.00%,8.00%,5.00%,5.00%,,,,,,,2.00%,,,,,,,,,Y,Y,N
2021/7/1調整續年&年終&品質優良&營運,銷售中,元大,真安心保本防癌保險,C2,16~,20,,,,主約,53.00%,8.00%,5.00%,5.00%,,,,,,,2.00%,,,,,,,,,Y,Y,N
2021/7/1調整首續佣&品質優良,銷售中,元大,終身防癌健康保險,HC,,15,,,,主約,25.00%,6.00%,6.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2021/7/1調整首續佣&品質優良,銷售中,元大,終身防癌健康保險,HC,,20,,,,主約,45.00%,7.00%,7.00%,4.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2021/1/11,2024/1/1,元大,傳家美利美元利率變動型終身壽險,KT,,4,,,,主約,32.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2021/1/11,2022/12/1,元大,傳家添利利率利率變動型終身壽險,DT,,4,,,,主約,28.00%,,,,,,,,,,,,,,,,,,,N,N,N
2021/1/29,銷售中,元大,新真心豁免保險費附約,WQ,,6,,,,附約,30.00%,5.00%,5.00%,,,,,,,,,,,,,,,,,Y,N,Y
2021/1/29,銷售中,元大,新真心豁免保險費附約,WQ,,8,,,,附約,30.00%,5.00%,5.00%,,,,,,,,,,,,,,,,,Y,N,Y
2021/1/29,銷售中,元大,新真心豁免保險費附約,WQ,,10,,,,附約,40.00%,5.00%,5.00%,5.00%,,,,,,,,,,,,,,,,Y,N,Y
2021/1/29,銷售中,元大,新真心豁免保險費附約,WQ,,12,,,,附約,40.00%,5.00%,5.00%,5.00%,,,,,,,,,,,,,,,,Y,N,Y
2021/1/29,銷售中,元大,新真心豁免保險費附約,WQ,,15,,,,附約,40.00%,5.00%,5.00%,5.00%,,,,,,,,,,,,,,,,Y,N,Y
2021/1/29,銷售中,元大,新真心豁免保險費附約,WQ,,20,,,,附約,40.00%,5.00%,5.00%,5.00%,,,,,,,,,,,,,,,,Y,N,Y
2021/1/29,銷售中,元大,新真意豁免保險費附約,WO,,6,,,,附約,30.00%,5.00%,5.00%,,,,,,,,,,,,,,,,,Y,N,Y
2021/1/29,銷售中,元大,新真意豁免保險費附約,WO,,8,,,,附約,30.00%,5.00%,5.00%,,,,,,,,,,,,,,,,,Y,N,Y
2021/1/29,銷售中,元大,新真意豁免保險費附約,WO,,10,,,,附約,40.00%,5.00%,5.00%,5.00%,,,,,,,,,,,,,,,,Y,N,Y
2021/1/29,銷售中,元大,新真意豁免保險費附約,WO,,12,,,,附約,40.00%,5.00%,5.00%,5.00%,,,,,,,,,,,,,,,,Y,N,Y
2021/1/29,銷售中,元大,新真意豁免保險費附約,WO,,15,,,,附約,40.00%,5.00%,5.00%,5.00%,,,,,,,,,,,,,,,,Y,N,Y
2021/1/29,銷售中,元大,新真意豁免保險費附約,WO,,20,,,,附約,40.00%,5.00%,5.00%,5.00%,,,,,,,,,,,,,,,,Y,N,Y
2021/7/1首續佣&服務津貼調整,銷售中,元大,新帳戶醫療終身健康保險,A1,0~14,15,,,,主約,25.00%,12.00%,12.00%,12.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2021/7/1首續佣&服務津貼調整,銷售中,元大,新帳戶醫療終身健康保險,A1,15~,15,,,,主約,30.00%,12.00%,12.00%,12.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2021/7/1首續佣&服務津貼調整,銷售中,元大,新帳戶醫療終身健康保險,A1,0~14,20,,,,主約,35.00%,15.00%,15.00%,15.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2021/7/1首續佣&服務津貼調整,銷售中,元大,新帳戶醫療終身健康保險,A1,15~,20,,,,主約,40.00%,16.00%,16.00%,16.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2021/1/29,銷售中,元大,鑫達利率變動型增額終身壽險,LL,,6,,,,主約,28.00%,1.00%,,,,,,,,,0.00%,,,,,,,,,N,N,Y
2020/7/1,2022/12/1,元大,三富增利利率變動型終身壽險,DV,,3,,,,主約,13.00%,4.00%,,,,,,,,,,,,,,,,,,N,N,Y
2020/9/30,2022/12/1,元大,元鑫年年利率變動型還本終身保險,DU,,4,,,,主約,10.00%,,,,,,,,,,,,,,,,,,,N,N,Y
"2020/7/1
調整佣金率",2022/12/1,元大,長富增利美元利率變動型終身壽險,FJ,0~60,10,,,,主約,36.00%,3.00%,3.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2020/7/1,2022/12/1,元大,美傳富美元利率變動型終身壽險,FT,0~60,4,,,,主約,28.00%,2.00%,,,,,,,,,,,,,,,,,,N,N,Y
2020/9/30,2024/10/1,元大,美鑫年年美元利率變動型增額還本終身保險,KU,,4,,,,主約,14.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,Y
2020/9/30,2024/10/1,元大,美鑫達美元利率變動型增額終身壽險,KM,0~60,6,,,,主約,28.00%,1.00%,,,,,,,,,0.00%,,,,,,,,,N,N,Y
"2020/1/1
調整佣金率",2022/12/1,元大,真心保護防癌終身健康保險附約,C4,,10,,,,附約,12.00%,3.00%,3.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
"2020/7/1
調整佣金率",2022/1/1,元大,傳富增利利率變動型終身壽險,DN,,2,,,,主約,17.00%,,,,,,,,,,,,,,,,,,,N,N,Y
2020/12/8,銷售中,元大,新美心美元豁免保險費附約,WN,,6,,,,附約,30.00%,5.00%,5.00%,,,,,,,,,,,,,,,,,Y,N,Y
2020/12/8,銷售中,元大,新美心美元豁免保險費附約,WN,,8,,,,附約,30.00%,5.00%,5.00%,,,,,,,,,,,,,,,,,Y,N,Y
2020/12/8,銷售中,元大,新美心美元豁免保險費附約,WN,,10,,,,附約,40.00%,5.00%,5.00%,5.00%,,,,,,,,,,,,,,,,Y,N,Y
2020/12/8,銷售中,元大,新美心美元豁免保險費附約,WN,,12,,,,附約,40.00%,5.00%,5.00%,5.00%,,,,,,,,,,,,,,,,Y,N,Y
2020/12/8,銷售中,元大,新美心美元豁免保險費附約,WN,,15,,,,附約,40.00%,5.00%,5.00%,5.00%,,,,,,,,,,,,,,,,Y,N,Y
2020/12/8,銷售中,元大,新美心美元豁免保險費附約,WN,,20,,,,附約,40.00%,5.00%,5.00%,5.00%,,,,,,,,,,,,,,,,Y,N,Y
2020/12/8,銷售中,元大,新美意美元豁免保險費附約,WM,,6,,,,附約,30.00%,5.00%,5.00%,,,,,,,,,,,,,,,,,Y,N,Y
2020/12/8,銷售中,元大,新美意美元豁免保險費附約,WM,,8,,,,附約,30.00%,5.00%,5.00%,,,,,,,,,,,,,,,,,Y,N,Y
2020/12/8,銷售中,元大,新美意美元豁免保險費附約,WM,,10,,,,附約,40.00%,5.00%,5.00%,5.00%,,,,,,,,,,,,,,,,Y,N,Y
2020/12/8,銷售中,元大,新美意美元豁免保險費附約,WM,,12,,,,附約,40.00%,5.00%,5.00%,5.00%,,,,,,,,,,,,,,,,Y,N,Y
2020/12/8,銷售中,元大,新美意美元豁免保險費附約,WM,,15,,,,附約,40.00%,5.00%,5.00%,5.00%,,,,,,,,,,,,,,,,Y,N,Y
2020/12/8,銷售中,元大,新美意美元豁免保險費附約,WM,,20,,,,附約,40.00%,5.00%,5.00%,5.00%,,,,,,,,,,,,,,,,Y,N,Y
2020/8/28,2022/8/19,元大,優利美元利率變動型增額終身壽險,KZ,,6,,,,主約,24.00%,,,,,,,,,,,,,,,,,,,N,N,Y
2020/11/19,2022/12/1,元大,雙鑫美利美元利率變動型還本終身保險,K2,,2,,,,主約,8.50%,,,,,,,,,,,,,,,,,,,N,N,N
2020/8/28,2022/12/1,元大,鑫三美增利美元利率變動型終身壽險,KV,,3,,,,主約,20.00%,,,,,,,,,,,,,,,,,,,N,N,N
2020/7/1,2022/12/1,元大,鑫利多利率變動型增額終身壽險,ZW,,10,,,,主約,36.50%,1.00%,1.00%,1.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2019/7/1,2023/9/9,元大,一年期防癌健康保險附約,CY,,1,,,,附約,35.00%,"15%
(至繳費期滿)",15.00%,15.00%,,,,,,,"2%
(至繳費期滿)",,,,,,,,,N,N,Y
2019/5/31,銷售中,元大,新意外傷害醫療保險附約,QR,,1,,,,附約,32.00%,"24%
(至繳費期滿)",24.00%,24.00%,,,,,,,"2%
(至繳費期滿)",,,,,,,,,N,N,Y
2018/5/1,銷售中,元大,人身傷害保險附約,PR,,1,,,,附約,35.00%,"15%
(至繳費期滿)",15.00%,15.00%,,,,,,,,,,,,,,,,N,N,Y
2018/5/1,銷售中,元大,意外傷害住院日額保險附約,MI,,1,,,,附約,35.00%,"15%
(至繳費期滿)",15.00%,15.00%,,,,,,,2.00%,,,,,,,,,N,N,Y
2017/2/2,銷售中,元大,安鑫333終身保險,RB,,20,,,,主約,70.00%,2.00%,2.00%,2.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2016/1/18,2023/9/29,元大,永愛終身壽險,LW,,6,,,,主約,14.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2016/6/1,銷售中,元大,重大疾病康健保險附約-乙型,DP,,1,,,,附約,35.00%,"15%
(至繳費期滿)",15.00%,15.00%,,,,,,,"2%
(至繳費期滿)",,,,,,,,,N,N,N
2016/1/18,銷售中,元大,重大疾病暨特定傷病健康保險附約,DD,,1,,,,附約,25.00%,"10%
(至繳費期滿)",10.00%,10.00%,,,,,,,2.00%,,,,,,,,,N,N,Y
2016/1/18,銷售中,元大,健康人生終身醫療健康保險,A2,0~14,10,,,,主約,35.00%,3.00%,3.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2016/1/18,銷售中,元大,意外傷害醫療保險附約,MR,,1,,,,附約,10.00%,"10%
(至繳費期滿)",10.00%,10.00%,,,,,,,2.00%,,,,,,,,,N,N,Y
2016/1/30,銷售中,元大,新加值定期壽險,TM,,10,,,,主約,50.00%,5.00%,4.00%,4.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2016/1/18,銷售中,元大,新終身醫療還本保險,H1,,15,,,,主約,40.00%,6.00%,3.00%,3.00%,,,,,,,4.00%,,,,,,,,,Y,Y,Y
2016/1/30,2017/1/1,元大,萬達增額終身壽險,AW,,6,,,,主約,20.00%,2.00%,1.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2016/1/18,2023/9/9,元大,綜合住院醫療保險附約,HS,,1,,,,附約,10.00%,"10%
(至繳費期滿)",10.00%,10.00%,,,,,,,2.00%,,,,,,,,,N,N,N
,2023/9/9,元大,一年期手術醫療健康保險附約,SH,,1,,,,附約,35.00%,15.00%,15.00%,15.00%,,,,,,,"2%
(至繳費期滿)",,,,,,,,,N,N,Y
,2022/12/1,元大,元鑫年年利率變動型還本終身保險,DU,,6,,,,主約,14.00%,,,,,,,,,,,,,,,,,,,Y,Y,Y
,2022/12/1,元大,元鑫年年利率變動型還本終身保險,DU,,10,,,,主約,30.00%,,,,,,,,,,,,,,,,,,,Y,Y,Y
,2023/9/29,元大,永愛終身壽險,LW,,10,,,,主約,26.00%,6.00%,3.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,2023/9/29,元大,永愛終身壽險,LW,,20,,,,主約,60.00%,6.00%,3.00%,3.00%,,,,,,,4.00%,,,,,,,,,Y,Y,Y
,2022/12/1,元大,長富增利美元利率變動型終身壽險,FJ,61~,10,,,,主約,21.00%,3.00%,3.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,元大,長富增利美元利率變動型終身壽險,FJ,0~60,12,,,,主約,45.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,元大,長富增利美元利率變動型終身壽險,FJ,61~,12,,,,主約,36.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,元大,長富增利美元利率變動型終身壽險,FJ,,20,,,,主約,82.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,元大,美傳富美元利率變動型終身壽險,FT,61~,4,,,,主約,9.00%,2.00%,,,,,,,,,,,,,,,,,,N,N,Y
,2022/12/1,元大,美傳富美元利率變動型終身壽險,FT,0~60,6,,,,主約,36.00%,2.00%,,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,元大,美傳富美元利率變動型終身壽險,FT,61~,6,,,,主約,20.00%,2.00%,,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,元大,美傳富美元利率變動型終身壽險,FT,0~60,10,,,,主約,50.00%,2.00%,,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,元大,美傳富美元利率變動型終身壽險,FT,61~,10,,,,主約,33.00%,2.00%,,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2024/10/1,元大,美鑫年年美元利率變動型增額還本終身保險,KU,,6,,,,主約,20.00%,,,,,,,,,,1.00%,,,,,,,,,N,N,Y
,2024/10/1,元大,美鑫年年美元利率變動型增額還本終身保險,KU,,10,,,,主約,35.00%,,,,,,,,,,1.00%,,,,,,,,,N,N,Y
,2024/10/1,元大,美鑫達美元利率變動型增額終身壽險,KM,61~,6,,,,主約,17.00%,1.00%,,,,,,,,,0.00%,,,,,,,,,N,N,Y
,2024/10/1,元大,美鑫達美元利率變動型增額終身壽險,KM,0~60,8,,,,主約,37.00%,1.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,Y
,2024/10/1,元大,美鑫達美元利率變動型增額終身壽險,KM,61~,8,,,,主約,22.00%,1.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,Y
,2024/10/1,元大,美鑫達美元利率變動型增額終身壽險,KM,0~60,10,,,,主約,41.00%,1.00%,1.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2024/10/1,元大,美鑫達美元利率變動型增額終身壽險,KM,61~,10,,,,主約,26.00%,1.00%,1.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2024/10/1,元大,美鑫達美元利率變動型增額終身壽險,KM,,12,,,,主約,50.00%,1.00%,1.00%,1.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2024/10/1,元大,美鑫達美元利率變動型增額終身壽險,KM,,20,,,,主約,75.00%,1.00%,1.00%,1.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,元大,真心保護防癌終身健康保險附約,C4,,20,,,,附約,25.00%,3.00%,3.00%,3.00%,,,,,,,4.00%,,,,,,,,,Y,Y,Y
,2022/12/1,元大,真心保護保本防癌終身保險,C3,,20,,,,主約,70.00%,6.00%,3.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,銷售中,元大,健康人生終身醫療健康保險,A2,15~,10,,,,主約,40.00%,3.00%,3.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,銷售中,元大,健康人生終身醫療健康保險,A2,0~14,15,,,,主約,58.00%,3.00%,3.00%,3.00%,,,,,,,4.00%,,,,,,,,,Y,Y,Y
,銷售中,元大,健康人生終身醫療健康保險,A2,15~,15,,,,主約,63.00%,3.00%,3.00%,3.00%,,,,,,,4.00%,,,,,,,,,Y,Y,Y
,銷售中,元大,健康人生終身醫療健康保險,A2,0~14,20,,,,主約,70.00%,3.00%,3.00%,3.00%,,,,,,,4.00%,,,,,,,,,Y,Y,Y
,銷售中,元大,健康人生終身醫療健康保險,A2,15~,20,,,,主約,80.00%,3.00%,3.00%,3.00%,,,,,,,4.00%,,,,,,,,,Y,Y,Y
,2024/1/1,元大,傳家美利美元利率變動型終身壽險,KT,,6,,,,主約,40.00%,,,,,,,,,,0.00%,,,,,,,,,Y,Y,N
,2022/12/1,元大,傳家添利利率利率變動型終身壽險,DT,,6,,,,主約,36.00%,,,,,,,,,,,,,,,,,,,Y,Y,N
,銷售中,元大,新加值定期壽險,TM,,20,,,,主約,74.00%,8.00%,5.00%,5.00%,,,,,,,4.00%,,,,,,,,,Y,Y,Y
,銷售中,元大,新加值定期壽險,TM,,30,,,,主約,78.00%,9.00%,5.00%,5.00%,,,,,,,4.00%,,,,,,,,,Y,Y,Y
,銷售中,元大,新終身醫療還本保險,H1,,20,,,,主約,50.00%,6.00%,3.00%,3.00%,,,,,,,4.00%,,,,,,,,,Y,Y,Y
,2017/1/1,元大,萬達增額終身壽險,AW,,10,,,,主約,47.00%,2.00%,2.00%,1.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,2017/1/1,元大,萬達增額終身壽險,AW,,15,,,,主約,53.00%,2.00%,2.00%,1.00%,,,,,,,4.00%,,,,,,,,,Y,Y,Y
,2017/1/1,元大,萬達增額終身壽險,AW,,20,,,,主約,78.00%,3.00%,2.00%,2.00%,,,,,,,4.00%,,,,,,,,,Y,Y,Y
,2022/8/19,元大,優利美元利率變動型增額終身壽險,KZ,,8,,,,主約,28.00%,,,,,,,,,,,,,,,,,,,N,N,Y
,2022/8/19,元大,優利美元利率變動型增額終身壽險,KZ,,10,,,,主約,35.00%,,,,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,2022/8/19,元大,優利美元利率變動型增額終身壽險,KZ,,12,,,,主約,42.00%,2.00%,1.00%,,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,2022/8/19,元大,優利美元利率變動型增額終身壽險,KZ,,20,,,,主約,75.00%,2.00%,1.00%,,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,2022/12/1,元大,鑫三美增利美元利率變動型終身壽險,KV,,4,,,,主約,24.00%,,,,,,,,,,,,,,,,,,,N,N,N
,2022/12/1,元大,鑫利多利率變動型增額終身壽險,ZW,,12,,,,主約,42.00%,1.00%,1.00%,1.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,2022/12/1,元大,鑫利多利率變動型增額終身壽險,ZW,,20,,,,主約,75.00%,6.00%,2.00%,2.00%,,,,,,,4.00%,,,,,,,,,Y,Y,Y
,銷售中,元大,鑫達利率變動型增額終身壽險,LL,,8,,,,主約,32.00%,1.00%,,,,,,,,,0.00%,,,,,,,,,N,N,Y
,銷售中,元大,鑫達利率變動型增額終身壽險,LL,,10,,,,主約,40.00%,1.00%,,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,元大,鑫達利率變動型增額終身壽險,LL,,12,,,,主約,48.00%,1.00%,1.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,元大,鑫達利率變動型增額終身壽險,LL,,20,,,,主約,75.00%,2.00%,1.00%,1.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2025/11/4,銷售中,友邦,鍾愛一生美元利率變動型還本終身保險,UWLC,,3,,,,主約,30.00%,,,,,,,,,,0.50%,,,,,,,,,N,N,Y
2025/11/4,銷售中,友邦,鍾愛一生美元利率變動型還本終身保險,UWLC,,6,,,,主約,50.00%,1.00%,,,,,,,,,0.50%,0.50%,,,,,,,,Y,Y,Y
2025/10/9,銷售中,友邦,友利雙盈美元利率變動型終身壽險,USWLH,,7,,,,主約,70.00%,,,,,,,,,,0.50%,0.50%,,,,,,,,Y,Y,Y
2025/7/22,銷售中,友邦,富傳世家美元利率變動型終身壽險,USWLG,,7,,,,主約,55.00%,,,,,,,,,,0.50%,0.50%,,,,,,,,Y,Y,Y
2025/7/22,銷售中,友邦,鑫柑保倍美元利率變動型終身保險,UHWL,,6,,,,主約,50.00%,,,,,,,,,,0.50%,0.50%,,,,,,,,Y,Y,Y
2025/7/22,銷售中,友邦,鑫柑保倍美元利率變動型終身保險,UHWL,,10,,,,主約,60.00%,,,,,,,,,,0.50%,0.50%,0.50%,0.50%,,,,,,Y,Y,Y
2025/7/22,銷售中,友邦,鑫柑保倍美元利率變動型終身保險,UHWL,,20,,,,主約,80.00%,,,,,,,,,,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,Y,Y,Y
2025/4/25,銷售中,友邦,富傳世代美元利率變動型終身壽險,USWLF,,6,,,,主約,65.00%,0.00%,,,,,,,,,0.50%,0.50%,0.50%,,,,,,,Y,Y,Y
2025/1/1,銷售中,友邦,三采人生美元利率變動型終身壽險,USWLE,0~70,3,,,,主約,25.00%,1.00%,,,,,,,,,1.00%,1.00%,,,,,,,,N,N,Y
2025/1/1,銷售中,友邦,三采人生美元利率變動型終身壽險,USWLE,71~,3,,,,主約,15.00%,1.00%,,,,,,,,,1.00%,1.00%,,,,,,,,N,N,Y
2024/12/1調佣,銷售中,友邦,富利優沛美元利率變動型還本終身保險,UWLS,0~70,3,,,,主約,25.00%,1.00%,0.00%,0.00%,,,,,,,1.00%,1.00%,,,,,,,,N,N,Y
2024/12/1調佣,銷售中,友邦,富利優沛美元利率變動型還本終身保險,UWLS,71~,3,,,,主約,12.00%,1.00%,0.00%,0.00%,,,,,,,1.00%,1.00%,,,,,,,,N,N,Y
2024/12/1調佣,銷售中,友邦,富利優沛美元利率變動型還本終身保險,UWLS,0~70,6,,,,主約,48.00%,1.00%,0.00%,0.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,Y
2024/12/1調佣,銷售中,友邦,富利優沛美元利率變動型還本終身保險,UWLS,71~,6,,,,主約,33.00%,1.00%,0.00%,0.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,Y
2024/12/1調佣,銷售中,友邦,富利優沛美元利率變動型還本終身保險,UWLS,0~70,12,,,,主約,68.00%,1.00%,1.00%,0.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2024/12/1,銷售中,友邦,富利豐沛美元利率變動型還本終身保險,UWLV,0~65,6,,,,主約,48.00%,1.00%,,,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,Y
2024/12/1,銷售中,友邦,富利豐沛美元利率變動型還本終身保險,UWLV,66~,6,,,,主約,33.00%,1.00%,,,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,Y
2024/12/1,銷售中,友邦,富利豐沛美元利率變動型還本終身保險,UWLV,0~70,12,,,,主約,68.00%,1.00%,1.00%,,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2024/8/8,銷售中,友邦,樂扶照護利率變動型終身保險,LC520,,10,,,,主約,45.00%,1.00%,1.00%,,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,Y,Y,Y
2024/8/8,銷售中,友邦,樂扶照護利率變動型終身保險,LC520,,20,,,,主約,85.00%,2.00%,2.00%,2.00%,2.00%,2.00%,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2024/3/25,銷售中,友邦,鴻利優沛利率變動型還本終身保險,NWLS,0~70,6,,,,主約,30.00%,1.00%,,,,,,,,,1.00%,1.00%,1.00%,0.50%,0.50%,,,,,Y,Y,Y
2024/3/25,銷售中,友邦,鴻利優沛利率變動型還本終身保險,NWLS,71~,6,,,,主約,15.00%,1.00%,,,,,,,,,1.00%,1.00%,1.00%,0.50%,0.50%,,,,,Y,Y,Y
